Year,Justice Name,Appointing President,Appointing President Party,Year Appointed,Ideology,Age,Years on Court,Status,Departure Reason,President,President Party,Presidential Term,Election Year Type,House Control,Senate Control,Court Conservatives,Court Moderates,Court Liberals
1930,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,71,19,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,68,16,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,74,14,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,William Howard Taft,Warren G. Harding,Republican,1921,Conservative,73,9,Left - Voluntary,Retired,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,George Sutherland,Warren G. Harding,Republican,1922,Conservative,68,8,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,64,7,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Edward Terry Sanford,Warren G. Harding,Republican,1923,Conservative,65,7,Left - Involuntary,Died in office,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,58,5,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,68,0,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1930,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,55,0,Stayed,,Herbert Hoover,Republican,1,Mid-Term Election,Republican,Republican,6,3,2
1931,Oliver Wendell Holmes Jr.,Theodore Roosevelt,Republican,1902,Liberal,90,29,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,72,20,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,69,17,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,75,15,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,George Sutherland,Warren G. Harding,Republican,1922,Conservative,69,9,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,65,8,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,59,6,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,69,1,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1931,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,56,1,Stayed,,Herbert Hoover,Republican,1,Non-Election Year,Democratic,Republican,4,3,2
1932,Oliver Wendell Holmes Jr.,Theodore Roosevelt,Republican,1902,Liberal,91,30,Left - Voluntary,Retired,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,73,21,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,70,18,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,76,16,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,George Sutherland,Warren G. Harding,Republican,1922,Conservative,70,10,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,66,9,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,60,7,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,70,2,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,57,2,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1932,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,62,0,Stayed,,Herbert Hoover,Republican,1,Presidential Election,Democratic,Republican,4,3,3
1933,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,74,22,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,71,19,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,77,17,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,George Sutherland,Warren G. Harding,Republican,1922,Conservative,71,11,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,67,10,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,61,8,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,71,3,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,58,3,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1933,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,63,1,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1934,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,75,23,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,72,20,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,78,18,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,George Sutherland,Warren G. Harding,Republican,1922,Conservative,72,12,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,68,11,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,62,9,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,72,4,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,59,4,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1934,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,64,2,Stayed,,Franklin D. Roosevelt,Democratic,1,Mid-Term Election,Democratic,Democratic,4,3,2
1935,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,76,24,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,73,21,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,79,19,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,George Sutherland,Warren G. Harding,Republican,1922,Conservative,73,13,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,69,12,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,63,10,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,73,5,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,60,5,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1935,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,65,3,Stayed,,Franklin D. Roosevelt,Democratic,1,Non-Election Year,Democratic,Democratic,4,3,2
1936,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,77,25,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,74,22,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,80,20,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,George Sutherland,Warren G. Harding,Republican,1922,Conservative,74,14,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,70,13,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,64,11,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,74,6,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,61,6,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1936,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,66,4,Stayed,,Franklin D. Roosevelt,Democratic,1,Presidential Election,Democratic,Democratic,4,3,2
1937,Willis Van Devanter,William Howard Taft,Republican,1911,Conservative,78,26,Left - Voluntary,Retired,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,75,23,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,81,21,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,George Sutherland,Warren G. Harding,Republican,1922,Conservative,75,15,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,71,14,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,65,12,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,75,7,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,62,7,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,67,5,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1937,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,51,0,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,4,3,3
1938,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,76,24,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,82,22,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,George Sutherland,Warren G. Harding,Republican,1922,Conservative,76,16,Left - Voluntary,Retired,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,72,15,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,66,13,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,76,8,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,63,8,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Benjamin Cardozo,Herbert Hoover,Republican,1932,Liberal,68,6,Left - Involuntary,Died in office,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,52,1,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1938,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,54,0,Stayed,,Franklin D. Roosevelt,Democratic,2,Mid-Term Election,Democratic,Democratic,3,4,3
1939,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,77,25,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Louis Brandeis,Woodrow Wilson,Democratic,1916,Liberal,83,23,Left - Voluntary,Retired,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Pierce Butler,Warren G. Harding,Republican,1923,Conservative,73,16,Left - Involuntary,Died in office,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,67,14,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,77,9,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,64,9,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,53,2,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,55,1,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,57,0,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1939,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,41,0,Stayed,,Franklin D. Roosevelt,Democratic,2,Non-Election Year,Democratic,Democratic,2,5,3
1940,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,78,26,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,68,15,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,78,10,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,65,10,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,54,3,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,56,2,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,58,1,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,42,1,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1940,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,50,0,Stayed,,Franklin D. Roosevelt,Democratic,2,Presidential Election,Democratic,Democratic,1,5,3
1941,James Clark McReynolds,Woodrow Wilson,Democratic,1914,Conservative,79,27,Left - Voluntary,Retired,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,69,16,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Charles Evans Hughes,Herbert Hoover,Republican,1930,Moderate,79,11,Left - Voluntary,Retired,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,66,11,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,55,4,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,57,3,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,59,2,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,43,2,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,51,1,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,James F. Byrnes,Franklin D. Roosevelt,Democratic,1941,Moderate,59,0,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1941,Robert H. Jackson,Franklin D. Roosevelt,Democratic,1941,Moderate,49,0,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,1,7,3
1942,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,70,17,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,67,12,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,56,5,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,58,4,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,60,3,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,44,3,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,52,2,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,James F. Byrnes,Franklin D. Roosevelt,Democratic,1941,Moderate,60,1,Left - Voluntary,Resigned,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1942,Robert H. Jackson,Franklin D. Roosevelt,Democratic,1941,Moderate,50,1,Stayed,,Franklin D. Roosevelt,Democratic,3,Mid-Term Election,Democratic,Democratic,0,6,3
1943,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,71,18,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,68,13,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,57,6,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,59,5,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,61,4,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,45,4,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,53,3,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Robert H. Jackson,Franklin D. Roosevelt,Democratic,1941,Moderate,51,2,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1943,Wiley Blount Rutledge,Franklin D. Roosevelt,Democratic,1943,Liberal,49,0,Stayed,,Franklin D. Roosevelt,Democratic,3,Non-Election Year,Democratic,Democratic,0,5,4
1944,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,72,19,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,69,14,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,58,7,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,60,6,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,62,5,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,46,5,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,54,4,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Robert H. Jackson,Franklin D. Roosevelt,Democratic,1941,Moderate,52,3,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1944,Wiley Blount Rutledge,Franklin D. Roosevelt,Democratic,1943,Liberal,50,1,Stayed,,Franklin D. Roosevelt,Democratic,3,Presidential Election,Democratic,Democratic,0,5,4
1945,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,73,20,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Owen Roberts,Herbert Hoover,Republican,1930,Moderate,70,15,Left - Voluntary,Resigned,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,59,8,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,61,7,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,63,6,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,William O. Douglas,Franklin D. Roosevelt,Democratic,1939,Liberal,47,6,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Frank Murphy,Franklin D. Roosevelt,Democratic,1940,Liberal,55,5,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Robert H. Jackson,Franklin D. Roosevelt,Democratic,1941,Moderate,53,4,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Wiley Blount Rutledge,Franklin D. Roosevelt,Democratic,1943,Liberal,51,2,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1945,Harold Hitz Burton,Harry S. Truman,Democratic,1945,Moderate,57,0,Stayed,,Franklin D. Roosevelt,Democratic,4,Non-Election Year,Democratic,Democratic,0,6,4
1946,Harlan Fiske Stone,Calvin Coolidge,Republican,1925,Moderate,74,21,Left - Involuntary,Died in office,Harry S. Truman,Democratic,1,Mid-Term Election,Democratic,Democratic,0,6,4
1946,Hugo Black,Franklin D. Roosevelt,Democratic,1937,Liberal,60,9,Stayed,,Harry S. Truman,Democratic,1,Mid-Term Election,Democratic,Democratic,0,6,4
1946,Stanley Reed,Franklin D. Roosevelt,Democratic,1938,Moderate,62,8,Stayed,,Harry S. Truman,Democratic,1,Mid-Term Election,Democratic,Democratic,0,6,4
1946,Felix Frankfurter,Franklin D. Roosevelt,Democratic,1939,Moderate,64,7,Stayed,,Harry S. Truman,Democratic,1,Mid-Term Election,Democratic,Democratic,0,6,4
